,SKU_NAME,FEED_DATE,PAGE VIEWS,ORDERED UNITS
20061,C11N2HZV:T,25/08/19,476,6
20062,C11N2HZV:T,26/08/19,373,6
20063,C11N2HZV:T,27/08/19,413,11
20064,C11N2HZV:T,28/08/19,425,13
20065,C11N2HZV:T,29/08/19,407,11
20066,C11N2HZV:T,30/08/19,442,8
20067,C11N2HZV:T,31/08/19,407,5
20068,D13M1U7NTK,01/05/19,144,1
20069,D13M1U7NTK,02/05/19,158,1
20070,D13M1U7NTK,03/05/19,154,0
20071,D13M1U7NTK,04/05/19,120,0
20072,D13M1U7NTK,07/05/19,168,0
20073,D13M1U7NTK,08/05/19,123,1
20074,D13M1U7NTK,09/05/19,109,0
20075,D13M1U7NTK,10/05/19,115,1
20076,D13M1U7NTK,11/05/19,72,0
20077,D13M1U7NTK,12/05/19,88,1
20078,D13M1U7NTK,13/05/19,100,0
20079,D13M1U7NTK,14/05/19,100,0
20080,D13M1U7NTK,16/05/19,102,0
20081,D13M1U7NTK,21/05/19,183,1
20082,D13M1U7NTK,22/05/19,178,0
20083,D13M1U7NTK,23/05/19,187,1
20084,D13M1U7NTK,24/05/19,113,0
20085,D13M1U7NTK,25/05/19,121,1
20086,D13M1U7NTK,26/05/19,169,0
20087,D13M1U7NTK,27/05/19,135,1
20088,D13M1U7NTK,28/05/19,157,0
20089,D13M1U7NTK,03/06/19,186,1
20090,D13M1U7NTK,04/06/19,146,0
20091,D13M1U7NTK,05/06/19,155,3
20092,D13M1U7NTK,06/06/19,133,0
20093,D13M1U7NTK,07/06/19,113,0
20094,D13M1U7NTK,10/06/19,131,1
20095,D13M1U7NTK,11/06/19,159,1
20096,D13M1U7NTK,12/06/19,120,3
20097,D13M1U7NTK,13/06/19,144,2
20098,D13M1U7NTK,14/06/19,136,0
20099,D13M1U7NTK,15/06/19,93,0
20100,D13M1U7NTK,17/06/19,112,1
20101,D13M1U7NTK,18/06/19,141,0
20102,D13M1U7NTK,19/06/19,163,1
20103,D13M1U7NTK,20/06/19,13259,729
20104,D13M1U7NTK,21/06/19,683,-1
20105,D13M1U7NTK,22/06/19,329,0
20106,D13M1U7NTK,23/06/19,273,-1
20107,D13M1U7NTK,24/06/19,261,-1
20108,D13M1U7NTK,25/06/19,224,0
20109,D13M1U7NTK,26/06/19,198,0
20110,D13M1U7NTK,27/06/19,209,0
20111,D13M1U7NTK,28/06/19,206,0
20112,D13M1U7NTK,29/06/19,186,0
20113,D13M1U7NTK,30/06/19,544,0
20114,D13M1U7NTK,01/07/19,489,0
20115,D13M1U7NTK,02/07/19,208,2
20116,D13M1U7NTK,03/07/19,170,0
20117,D13M1U7NTK,04/07/19,148,0
20118,D13M1U7NTK,05/07/19,144,0
20119,D13M1U7NTK,06/07/19,102,0
20120,D13M1U7NTK,07/07/19,148,0
20121,D13M1U7NTK,08/07/19,126,0
20122,D13M1U7NTK,09/07/19,202,0
20123,D13M1U7NTK,10/07/19,153,0
20124,D13M1U7NTK,11/07/19,147,0
20125,D13M1U7NTK,12/07/19,116,0
20126,D13M1U7NTK,13/07/19,152,0
20127,D13M1U7NTK,14/07/19,200,0
20128,D13M1U7NTK,15/07/19,568,1
20129,D13M1U7NTK,16/07/19,433,0
20130,D13M1U7NTK,17/07/19,147,0
20131,D13M1U7NTK,18/07/19,171,0
20132,D13M1U7NTK,19/07/19,151,0
20133,D13M1U7NTK,20/07/19,130,-1
20134,D13M1U7NTK,21/07/19,105,0
20135,D13M1U7NTK,22/07/19,145,0
20136,D13M1U7NTK,23/07/19,157,0
20137,D13M1U7NTK,02/08/19,133,0
20138,D13M1U7NTK,03/08/19,112,0
20139,D13M1U7NTK,06/08/19,145,0
20140,D13M1U7NTK,07/08/19,183,0
20141,D13M1U7NTK,08/08/19,176,0
20142,D13M1U7NTK,09/08/19,121,0
20143,D13M1U7NTK,10/08/19,127,0
20144,D13M1U7NTK,11/08/19,163,0
20145,D13M1U7NTK,13/08/19,169,0
20146,D13M1U7NTK,14/08/19,137,0
20147,D13M1U7NTK,24/08/19,130,0
20148,D13M1U7NTK,25/08/19,146,0
20149,D13M1U7NTK,26/08/19,159,0
20150,D13M1U7NTK,27/08/19,135,0
20151,D13M1U7NTK,28/08/19,156,0
20152,D13M1U7NTK,29/08/19,161,0
20153,D13M1U7NTK,30/08/19,132,0
20154,D13M1U7NTK,31/08/19,146,1
20155,B13M0T8ZQM,01/05/19,49,0
20156,B13M0T8ZQM,02/05/19,68,0
20157,B13M0T8ZQM,03/05/19,50,0
20158,B13M0T8ZQM,04/05/19,50,0
20159,B13M0T8ZQM,05/05/19,49,0
20160,B13M0T8ZQM,06/05/19,73,0
20161,B13M0T8ZQM,07/05/19,74,0
20162,B13M0T8ZQM,08/05/19,74,0
20163,B13M0T8ZQM,09/05/19,46,0
20164,B13M0T8ZQM,10/05/19,50,0
20165,B13M0T8ZQM,11/05/19,46,0
20166,B13M0T8ZQM,12/05/19,51,0
20167,B13M0T8ZQM,13/05/19,73,0
20168,B13M0T8ZQM,14/05/19,57,0
20169,B13M0T8ZQM,15/05/19,56,0
20170,B13M0T8ZQM,16/05/19,47,0
20171,B13M0T8ZQM,17/05/19,55,0
20172,B13M0T8ZQM,18/05/19,31,0
20173,B13M0T8ZQM,19/05/19,61,0
20174,B13M0T8ZQM,20/05/19,65,0
20175,B13M0T8ZQM,21/05/19,53,0
20176,B13M0T8ZQM,22/05/19,64,0
20177,B13M0T8ZQM,23/05/19,73,0
20178,B13M0T8ZQM,24/05/19,72,0
20179,B13M0T8ZQM,25/05/19,84,0
20180,B13M0T8ZQM,26/05/19,72,0
20181,B13M0T8ZQM,27/05/19,75,0
20182,B13M0T8ZQM,28/05/19,103,0
20183,B13M0T8ZQM,29/05/19,69,0
20184,B13M0T8ZQM,30/05/19,86,0
20185,B13M0T8ZQM,31/05/19,70,0
20186,B13M0T8ZQM,01/06/19,66,0
20187,B13M0T8ZQM,02/06/19,56,0
20188,B13M0T8ZQM,03/06/19,77,0
20189,B13M0T8ZQM,04/06/19,68,0
20190,B13M0T8ZQM,05/06/19,71,0
20191,B13M0T8ZQM,06/06/19,64,0
20192,B13M0T8ZQM,07/06/19,41,0
20193,B13M0T8ZQM,08/06/19,55,0
20194,B13M0T8ZQM,09/06/19,49,0
20195,B13M0T8ZQM,10/06/19,49,0
20196,B13M0T8ZQM,11/06/19,66,0
20197,B13M0T8ZQM,12/06/19,63,0
20198,B13M0T8ZQM,13/06/19,78,0
20199,B13M0T8ZQM,14/06/19,52,0
20200,B13M0T8ZQM,15/06/19,47,0
20201,B13M0T8ZQM,16/06/19,75,0
20202,B13M0T8ZQM,17/06/19,70,0
20203,B13M0T8ZQM,18/06/19,80,0
20204,B13M0T8ZQM,19/06/19,93,0
20205,B13M0T8ZQM,20/06/19,141,0
20206,B13M0T8ZQM,21/06/19,38,0
20207,C03M2D4NLZ,01/05/19,127,1
20208,C03M2D4NLZ,02/05/19,112,0
20209,C03M2D4NLZ,03/05/19,105,1
20210,C03M2D4NLZ,04/05/19,137,0
20211,C03M2D4NLZ,06/05/19,111,-2
20212,C03M2D4NLZ,07/05/19,91,0
20213,C03M2D4NLZ,08/05/19,124,0
20214,C03M2D4NLZ,09/05/19,107,0
20215,C03M2D4NLZ,10/05/19,75,0
20216,C03M2D4NLZ,11/05/19,88,0
20217,C03M2D4NLZ,12/05/19,94,-1
20218,C03M2D4NLZ,13/05/19,98,0
20219,C03M2D4NLZ,14/05/19,98,1
20220,C03M2D4NLZ,15/05/19,97,0
20221,C03M2D4NLZ,16/05/19,90,1
20222,C03M2D4NLZ,17/05/19,96,0
20223,C03M2D4NLZ,20/05/19,101,0
20224,C03M2D4NLZ,21/05/19,127,0
20225,C03M2D4NLZ,23/05/19,47,-1
20226,C03M2D4NLZ,24/05/19,43,0
20227,C03M2D4NLZ,27/05/19,57,0
20228,C03M2D4NLZ,29/05/19,51,-1
20229,C03M2D4NLZ,30/05/19,50,0
20230,C03M2D4NLZ,31/05/19,52,0
20231,C03M2D4NLZ,01/06/19,38,0
20232,C03M2D4NLZ,02/06/19,62,0
20233,C03M2D4NLZ,03/06/19,37,0
20234,C03M2D4NLZ,04/06/19,42,0
20235,C03M2D4NLZ,05/06/19,62,0
20236,C03M2D4NLZ,06/06/19,40,0
20237,C03M2D4NLZ,07/06/19,40,0
20238,C03M2D4NLZ,08/06/19,25,0
20239,C03M2D4NLZ,09/06/19,27,0
20240,C03M2D4NLZ,10/06/19,45,0
20241,C03M2D4NLZ,11/06/19,41,0
20242,C03M2D4NLZ,12/06/19,53,-3
20243,C03M2D4NLZ,13/06/19,43,-1
20244,C03M2D4NLZ,14/06/19,41,0
20245,C03M2D4NLZ,15/06/19,62,0
20246,C03M2D4NLZ,16/06/19,46,0
20247,C03M2D4NLZ,17/06/19,57,0
20248,C03M2D4NLZ,18/06/19,60,0
20249,C03M2D4NLZ,19/06/19,45,0
20250,C03M2D4NLZ,20/06/19,49,-1
20251,C03M2D4NLZ,21/06/19,37,0
20252,C03M2D4NLZ,22/06/19,43,0
20253,C03M2D4NLZ,23/06/19,52,-1
20254,C03M2D4NLZ,24/06/19,34,0
20255,C03M2D4NLZ,25/06/19,36,0
20256,C03M2D4NLZ,26/06/19,60,0
20257,C03M2D4NLZ,27/06/19,78,2
20258,C03M2D4NLZ,28/06/19,87,5
20259,C03M2D4NLZ,29/06/19,91,2
20260,C03M2D4NLZ,30/06/19,91,5
20261,C03M2D4NLZ,01/07/19,121,3
20262,C03M2D4NLZ,02/07/19,134,3
20263,C03M2D4NLZ,03/07/19,100,2
20264,C03M2D4NLZ,04/07/19,120,1
20265,C03M2D4NLZ,05/07/19,142,2
20266,C03M2D4NLZ,06/07/19,81,1
20267,C03M2D4NLZ,07/07/19,131,1
20268,C03M2D4NLZ,08/07/19,159,2
20269,C03M2D4NLZ,09/07/19,104,0
20270,C03M2D4NLZ,10/07/19,103,2
20271,C03M2D4NLZ,11/07/19,118,3
20272,C03M2D4NLZ,12/07/19,134,0
20273,C03M2D4NLZ,13/07/19,121,0
20274,C03M2D4NLZ,14/07/19,133,0
20275,C03M2D4NLZ,15/07/19,200,2
20276,C03M2D4NLZ,16/07/19,133,1
20277,C03M2D4NLZ,17/07/19,168,2
20278,C03M2D4NLZ,18/07/19,139,0
20279,C03M2D4NLZ,19/07/19,99,0
20280,C03M2D4NLZ,20/07/19,124,1
20281,C03M2D4NLZ,21/07/19,90,0
20282,C03M2D4NLZ,22/07/19,96,0
20283,C03M2D4NLZ,23/07/19,76,0
20284,C03M2D4NLZ,24/07/19,108,0
20285,C03M2D4NLZ,25/07/19,138,5
20286,C03M2D4NLZ,26/07/19,138,0
20287,C03M2D4NLZ,27/07/19,126,1
20288,C03M2D4NLZ,28/07/19,138,2
20289,C03M2D4NLZ,29/07/19,154,2
20290,C03M2D4NLZ,30/07/19,144,2
20291,C03M2D4NLZ,31/07/19,176,5
20292,C03M2D4NLZ,01/08/19,154,0
20293,C03M2D4NLZ,02/08/19,134,4
20294,C03M2D4NLZ,03/08/19,117,2
20295,C03M2D4NLZ,04/08/19,151,3
20296,C03M2D4NLZ,05/08/19,162,4
20297,C03M2D4NLZ,06/08/19,139,2
20298,C03M2D4NLZ,07/08/19,144,4
20299,C03M2D4NLZ,08/08/19,142,2
20300,C03M2D4NLZ,09/08/19,151,1
20301,C03M2D4NLZ,10/08/19,160,1
20302,C03M2D4NLZ,11/08/19,188,2
20303,C03M2D4NLZ,12/08/19,163,2
20304,C03M2D4NLZ,13/08/19,159,0
20305,C03M2D4NLZ,14/08/19,158,2
20306,C03M2D4NLZ,15/08/19,154,3
20307,C03M2D4NLZ,16/08/19,168,2
20308,C03M2D4NLZ,17/08/19,180,3
20309,C03M2D4NLZ,18/08/19,153,2
20310,C03M2D4NLZ,19/08/19,152,1
20311,C03M2D4NLZ,20/08/19,153,2
20312,C03M2D4NLZ,21/08/19,123,2
20313,C03M2D4NLZ,22/08/19,119,1
20314,C03M2D4NLZ,23/08/19,133,3
20315,C03M2D4NLZ,24/08/19,151,0
20316,C03M2D4NLZ,25/08/19,181,6
20317,C03M2D4NLZ,26/08/19,122,3
20318,C03M2D4NLZ,27/08/19,130,1
20319,C03M2D4NLZ,28/08/19,111,2
20320,C03M2D4NLZ,29/08/19,121,-1
20321,C03M2D4NLZ,30/08/19,117,-1
20322,C03M2D4NLZ,31/08/19,130,2
20323,C13N1DORBG,01/05/19,83,3
20324,C13N1DORBG,02/05/19,91,1
20325,C13N1DORBG,03/05/19,97,2
20326,C13N1DORBG,04/05/19,82,2
20327,C13N1DORBG,05/05/19,104,3
20328,C13N1DORBG,06/05/19,96,1
20329,C13N1DORBG,07/05/19,81,3
20330,C13N1DORBG,08/05/19,90,4
20331,C13N1DORBG,09/05/19,46,1
20332,C13N1DORBG,10/05/19,99,3
20333,C13N1DORBG,11/05/19,81,1
20334,C13N1DORBG,12/05/19,110,2
20335,C13N1DORBG,13/05/19,101,4
20336,C13N1DORBG,14/05/19,93,6
20337,C13N1DORBG,15/05/19,104,4
20338,C13N1DORBG,16/05/19,99,1
20339,C13N1DORBG,17/05/19,74,2
20340,C13N1DORBG,18/05/19,96,4
20341,C13N1DORBG,19/05/19,107,2
20342,C13N1DORBG,20/05/19,94,1
20343,C13N1DORBG,21/05/19,89,3
20344,C13N1DORBG,22/05/19,87,1
20345,C13N1DORBG,23/05/19,87,3
20346,C13N1DORBG,24/05/19,65,2
20347,C13N1DORBG,25/05/19,90,1
20348,C13N1DORBG,26/05/19,133,2
20349,C13N1DORBG,27/05/19,115,2
20350,C13N1DORBG,28/05/19,96,9
20351,C13N1DORBG,29/05/19,119,6
20352,C13N1DORBG,30/05/19,125,1
20353,C13N1DORBG,31/05/19,99,1
20354,C13N1DORBG,01/06/19,126,1
20355,C13N1DORBG,02/06/19,116,3
20356,C13N1DORBG,03/06/19,102,4
20357,C13N1DORBG,04/06/19,98,1
20358,C13N1DORBG,05/06/19,84,1
20359,C13N1DORBG,06/06/19,102,4
20360,C13N1DORBG,07/06/19,92,4
20361,C13N1DORBG,08/06/19,98,5
20362,C13N1DORBG,09/06/19,128,0
20363,C13N1DORBG,10/06/19,161,8
20364,C13N1DORBG,11/06/19,128,1
20365,C13N1DORBG,12/06/19,128,5
20366,C13N1DORBG,13/06/19,120,2
20367,C13N1DORBG,14/06/19,127,1
20368,C13N1DORBG,15/06/19,137,2
20369,C13N1DORBG,16/06/19,135,1
20370,C13N1DORBG,17/06/19,153,2
20371,C13N1DORBG,18/06/19,205,3
20372,C13N1DORBG,19/06/19,163,2
20373,C13N1DORBG,20/06/19,182,4
20374,C13N1DORBG,21/06/19,153,5
20375,C13N1DORBG,22/06/19,132,0
20376,C13N1DORBG,23/06/19,177,2
20377,C13N1DORBG,24/06/19,212,3
20378,C13N1DORBG,25/06/19,147,3
20379,C13N1DORBG,26/06/19,157,5
20380,C13N1DORBG,27/06/19,134,2
20381,C13N1DORBG,28/06/19,142,6
20382,C13N1DORBG,29/06/19,139,2
20383,C13N1DORBG,30/06/19,121,1
20384,C13N1DORBG,01/07/19,150,2
20385,C13N1DORBG,02/07/19,161,5
20386,C13N1DORBG,03/07/19,160,2
20387,C13N1DORBG,04/07/19,139,4
20388,C13N1DORBG,05/07/19,114,7
20389,C13N1DORBG,06/07/19,126,2
20390,C13N1DORBG,07/07/19,156,4
20391,C13N1DORBG,08/07/19,170,4
20392,C13N1DORBG,09/07/19,152,4
20393,C13N1DORBG,10/07/19,144,0
20394,C13N1DORBG,11/07/19,152,3
20395,C13N1DORBG,12/07/19,99,2
20396,C13N1DORBG,13/07/19,124,1
20397,C13N1DORBG,14/07/19,147,3
20398,C13N1DORBG,15/07/19,234,7
20399,C13N1DORBG,16/07/19,191,7
20400,C13N1DORBG,17/07/19,139,3
20401,C13N1DORBG,18/07/19,144,3
20402,C13N1DORBG,19/07/19,107,4
20403,C13N1DORBG,20/07/19,130,1
20404,C13N1DORBG,21/07/19,175,1
20405,C13N1DORBG,22/07/19,133,3
20406,C13N1DORBG,23/07/19,133,2
20407,C13N1DORBG,24/07/19,116,0
20408,C13N1DORBG,25/07/19,109,7
20409,C13N1DORBG,26/07/19,151,3
20410,C13N1DORBG,27/07/19,127,5
20411,C13N1DORBG,28/07/19,119,0
20412,C13N1DORBG,29/07/19,150,4
20413,C13N1DORBG,30/07/19,113,2
20414,C13N1DORBG,31/07/19,168,4
20415,C13N1DORBG,01/08/19,153,3
20416,C13N1DORBG,02/08/19,98,0
20417,C13N1DORBG,03/08/19,173,5
20418,C13N1DORBG,04/08/19,129,3
20419,C13N1DORBG,05/08/19,112,8
20420,C13N1DORBG,06/08/19,115,0
20421,C13N1DORBG,07/08/19,86,0
20422,C13N1DORBG,08/08/19,107,3
20423,C13N1DORBG,09/08/19,127,0
20424,C13N1DORBG,10/08/19,110,0
20425,C13N1DORBG,11/08/19,126,1
20426,C13N1DORBG,12/08/19,118,3
20427,C13N1DORBG,13/08/19,119,3
20428,C13N1DORBG,14/08/19,89,1
20429,C13N1DORBG,15/08/19,96,3
20430,C13N1DORBG,16/08/19,97,0
20431,C13N1DORBG,17/08/19,98,1
20432,C13N1DORBG,18/08/19,175,2
20433,C13N1DORBG,19/08/19,79,5
20434,C13N1DORBG,20/08/19,85,0
20435,C13N1DORBG,21/08/19,92,2
20436,C13N1DORBG,22/08/19,128,3
20437,C13N1DORBG,23/08/19,96,0
20438,C13N1DORBG,24/08/19,118,1
20439,C13N1DORBG,25/08/19,114,1
20440,C13N1DORBG,26/08/19,121,3
20441,C13N1DORBG,27/08/19,101,3
20442,C13N1DORBG,28/08/19,92,2
20443,C13N1DORBG,29/08/19,101,1
20444,C13N1DORBG,30/08/19,101,1
20445,C13N1DORBG,31/08/19,85,0
20446,C03M2BOT\P,01/05/19,150,4
20447,C03M2BOT\P,02/05/19,166,4
20448,C03M2BOT\P,03/05/19,124,3
20449,C03M2BOT\P,04/05/19,185,1
20450,C03M2BOT\P,05/05/19,156,2
20451,C03M2BOT\P,06/05/19,174,6
20452,C03M2BOT\P,07/05/19,143,2
20453,C03M2BOT\P,08/05/19,168,1
20454,C03M2BOT\P,09/05/19,146,1
20455,C03M2BOT\P,10/05/19,159,4
20456,C03M2BOT\P,11/05/19,194,2
20457,C03M2BOT\P,12/05/19,191,5
20458,C03M2BOT\P,13/05/19,178,5
20459,C03M2BOT\P,14/05/19,202,8
20460,C03M2BOT\P,15/05/19,164,5
20461,C03M2BOT\P,16/05/19,184,4
20462,C03M2BOT\P,17/05/19,132,3
20463,C03M2BOT\P,18/05/19,193,6
20464,C03M2BOT\P,19/05/19,210,4
20465,C03M2BOT\P,20/05/19,179,4
20466,C03M2BOT\P,21/05/19,165,3
20467,C03M2BOT\P,22/05/19,190,3
20468,C03M2BOT\P,23/05/19,140,3
20469,C03M2BOT\P,24/05/19,173,5
20470,C03M2BOT\P,25/05/19,172,1
20471,C03M2BOT\P,26/05/19,211,2
20472,C03M2BOT\P,27/05/19,194,2
20473,C03M2BOT\P,28/05/19,159,6
20474,C03M2BOT\P,29/05/19,170,6
20475,C03M2BOT\P,30/05/19,185,3
20476,C03M2BOT\P,31/05/19,173,1
20477,C03M2BOT\P,01/06/19,204,2
20478,C03M2BOT\P,02/06/19,242,7
20479,C03M2BOT\P,03/06/19,174,2
20480,C03M2BOT\P,04/06/19,183,1
20481,C03M2BOT\P,05/06/19,176,5
20482,C03M2BOT\P,06/06/19,164,4
20483,C03M2BOT\P,07/06/19,181,2
20484,C03M2BOT\P,08/06/19,183,3
20485,C03M2BOT\P,09/06/19,237,4
20486,C03M2BOT\P,10/06/19,259,10
20487,C03M2BOT\P,11/06/19,235,3
20488,C03M2BOT\P,12/06/19,235,5
20489,C03M2BOT\P,13/06/19,230,3
20490,C03M2BOT\P,14/06/19,201,2
20491,C03M2BOT\P,15/06/19,173,4
20492,C03M2BOT\P,16/06/19,227,0
20493,C03M2BOT\P,17/06/19,209,5
20494,C03M2BOT\P,18/06/19,299,4
20495,C03M2BOT\P,19/06/19,260,3
20496,C03M2BOT\P,20/06/19,257,1
20497,C03M2BOT\P,21/06/19,242,6
20498,C03M2BOT\P,22/06/19,247,5
20499,C03M2BOT\P,23/06/19,278,3
20500,C03M2BOT\P,24/06/19,289,5
20501,C03M2BOT\P,25/06/19,230,4
20502,C03M2BOT\P,26/06/19,213,5
20503,C03M2BOT\P,27/06/19,247,5
20504,C03M2BOT\P,28/06/19,221,6
20505,C03M2BOT\P,29/06/19,179,6
20506,C03M2BOT\P,30/06/19,229,2
20507,C03M2BOT\P,01/07/19,247,3
20508,C03M2BOT\P,02/07/19,257,5
20509,C03M2BOT\P,03/07/19,188,3
20510,C03M2BOT\P,04/07/19,208,3
20511,C03M2BOT\P,05/07/19,162,6
20512,C03M2BOT\P,06/07/19,211,6
20513,C03M2BOT\P,07/07/19,236,2
20514,C03M2BOT\P,08/07/19,262,0
20515,C03M2BOT\P,09/07/19,262,3
20516,C03M2BOT\P,10/07/19,237,1
20517,C03M2BOT\P,11/07/19,215,9
20518,C03M2BOT\P,12/07/19,225,6
20519,C03M2BOT\P,13/07/19,265,3
20520,C03M2BOT\P,14/07/19,246,1
20521,C03M2BOT\P,15/07/19,446,7
20522,C03M2BOT\P,16/07/19,314,6
20523,C03M2BOT\P,17/07/19,257,5
20524,C03M2BOT\P,18/07/19,234,5
20525,C03M2BOT\P,19/07/19,215,9
20526,C03M2BOT\P,20/07/19,229,3
20527,C03M2BOT\P,21/07/19,266,3
20528,C03M2BOT\P,22/07/19,210,2
20529,C03M2BOT\P,23/07/19,235,4
20530,C03M2BOT\P,24/07/19,210,1
20531,C03M2BOT\P,25/07/19,217,5
20532,C03M2BOT\P,26/07/19,207,2
20533,C03M2BOT\P,27/07/19,237,7
20534,C03M2BOT\P,28/07/19,237,2
20535,C03M2BOT\P,29/07/19,234,7
20536,C03M2BOT\P,30/07/19,225,3
20537,C03M2BOT\P,31/07/19,205,4
20538,C03M2BOT\P,01/08/19,233,4
20539,C03M2BOT\P,02/08/19,218,7
20540,C03M2BOT\P,03/08/19,265,8
20541,C03M2BOT\P,04/08/19,250,3
20542,C03M2BOT\P,05/08/19,239,7
20543,C03M2BOT\P,06/08/19,229,5
20544,C03M2BOT\P,07/08/19,198,3
20545,C03M2BOT\P,08/08/19,242,2
20546,C03M2BOT\P,09/08/19,184,7
20547,C03M2BOT\P,10/08/19,232,2
20548,C03M2BOT\P,11/08/19,239,2
20549,C03M2BOT\P,12/08/19,235,1
20550,C03M2BOT\P,13/08/19,265,1
20551,C03M2BOT\P,14/08/19,170,4
20552,C03M2BOT\P,15/08/19,249,7
20553,C03M2BOT\P,16/08/19,218,2
20554,C03M2BOT\P,17/08/19,230,3
20555,C03M2BOT\P,18/08/19,245,2
20556,C03M2BOT\P,19/08/19,238,6
20557,C03M2BOT\P,20/08/19,211,2
20558,C03M2BOT\P,21/08/19,197,2
20559,C03M2BOT\P,22/08/19,195,1
20560,C03M2BOT\P,23/08/19,180,2
20561,C03M2BOT\P,24/08/19,222,3
20562,C03M2BOT\P,25/08/19,261,1
20563,C03M2BOT\P,26/08/19,212,1
20564,C03M2BOT\P,27/08/19,161,4
20565,C03M2BOT\P,28/08/19,193,2
20566,C03M2BOT\P,29/08/19,202,5
20567,C03M2BOT\P,30/08/19,171,2
20568,C03M2BOT\P,31/08/19,203,1
20569,D11O1LTK5L,01/05/19,86,0
20570,D11O1LTK5L,02/05/19,67,1
20571,D11O1LTK5L,03/05/19,104,4
20572,D11O1LTK5L,04/05/19,68,2
20573,D11O1LTK5L,05/05/19,79,1
20574,D11O1LTK5L,06/05/19,101,0
20575,D11O1LTK5L,07/05/19,75,5
20576,D11O1LTK5L,08/05/19,74,3
20577,D11O1LTK5L,09/05/19,84,4
20578,D11O1LTK5L,10/05/19,85,3
20579,D11O1LTK5L,11/05/19,64,0
20580,D11O1LTK5L,12/05/19,72,0
20581,D11O1LTK5L,13/05/19,62,0
20582,D11O1LTK5L,14/05/19,70,0
20583,D11O1LTK5L,15/05/19,82,0
20584,D11O1LTK5L,16/05/19,59,1
20585,D11O1LTK5L,17/05/19,56,2
20586,D11O1LTK5L,18/05/19,63,2
20587,D11O1LTK5L,19/05/19,71,0
20588,D11O1LTK5L,20/05/19,91,0
20589,D11O1LTK5L,21/05/19,75,1
20590,D11O1LTK5L,22/05/19,72,1
20591,D11O1LTK5L,23/05/19,69,0
20592,D11O1LTK5L,24/05/19,58,1
20593,D11O1LTK5L,25/05/19,52,1
20594,D11O1LTK5L,26/05/19,60,0
20595,D11O1LTK5L,27/05/19,73,0
20596,D11O1LTK5L,28/05/19,81,1
20597,D11O1LTK5L,29/05/19,78,2
20598,D11O1LTK5L,30/05/19,74,0
20599,D11O1LTK5L,31/05/19,73,0
20600,D11O1LTK5L,01/06/19,50,0
20601,D11O1LTK5L,02/06/19,57,0
20602,D11O1LTK5L,03/06/19,61,3
20603,D11O1LTK5L,04/06/19,93,2
20604,D11O1LTK5L,05/06/19,81,0
20605,D11O1LTK5L,06/06/19,55,1
20606,D11O1LTK5L,07/06/19,88,1
20607,D11O1LTK5L,08/06/19,83,2
20608,D11O1LTK5L,09/06/19,77,2
20609,D11O1LTK5L,10/06/19,73,4
20610,D11O1LTK5L,11/06/19,79,4
20611,D11O1LTK5L,12/06/19,103,7
20612,D11O1LTK5L,13/06/19,93,3
20613,D11O1LTK5L,14/06/19,77,0
20614,D11O1LTK5L,15/06/19,63,0
20615,D11O1LTK5L,16/06/19,82,0
20616,D11O1LTK5L,17/06/19,126,5
20617,D11O1LTK5L,18/06/19,110,6
20618,D11O1LTK5L,19/06/19,78,1
20619,D11O1LTK5L,20/06/19,160,1
20620,D11O1LTK5L,21/06/19,97,1
20621,D11O1LTK5L,22/06/19,72,1
20622,D11O1LTK5L,23/06/19,65,0
20623,D11O1LTK5L,24/06/19,117,7
20624,D11O1LTK5L,25/06/19,92,2
20625,D11O1LTK5L,26/06/19,100,1
20626,D11O1LTK5L,27/06/19,72,2
20627,D11O1LTK5L,28/06/19,86,2
20628,D11O1LTK5L,29/06/19,78,2
20629,D11O1LTK5L,30/06/19,57,0
20630,D11O1LTK5L,01/07/19,105,0
20631,D11O1LTK5L,02/07/19,85,0
20632,D11O1LTK5L,03/07/19,76,0
20633,D11O1LTK5L,04/07/19,50,2
20634,D11O1LTK5L,05/07/19,65,0
20635,D11O1LTK5L,06/07/19,60,2
20636,D11O1LTK5L,07/07/19,77,3
20637,D11O1LTK5L,08/07/19,65,0
20638,D11O1LTK5L,09/07/19,60,4
20639,D11O1LTK5L,10/07/19,82,4
20640,D11O1LTK5L,11/07/19,75,0
20641,D11O1LTK5L,12/07/19,63,1
20642,D11O1LTK5L,13/07/19,55,2
20643,D11O1LTK5L,14/07/19,68,1
20644,D11O1LTK5L,15/07/19,110,3
20645,D11O1LTK5L,16/07/19,93,5
20646,D11O1LTK5L,17/07/19,64,1
20647,D11O1LTK5L,18/07/19,95,0
20648,D11O1LTK5L,19/07/19,80,0
20649,D11O1LTK5L,20/07/19,74,0
20650,D11O1LTK5L,22/07/19,110,3
20651,D11O1LTK5L,23/07/19,99,1
20652,D11O1LTK5L,24/07/19,60,2
20653,D11O1LTK5L,25/07/19,92,3
20654,D11O1LTK5L,26/07/19,109,3
20655,D11O1LTK5L,27/07/19,69,0
20656,D11O1LTK5L,28/07/19,66,0
20657,D11O1LTK5L,29/07/19,74,4
20658,D11O1LTK5L,30/07/19,69,1
20659,D11O1LTK5L,31/07/19,64,0
20660,D11O1LTK5L,01/08/19,58,0
20661,D11O1LTK5L,02/08/19,77,0
20662,D11O1LTK5L,06/08/19,111,1
20663,D11O1LTK5L,07/08/19,111,0
20664,D11O1LTK5L,13/08/19,81,0
