,SKU_NAME,FEED_Month,FEED_DATE,CATEGORY,SUB_CATEGORY,ORDERED_REVENUE,ORDERED_UNITS,REP_OOS,Price of single unit(Rounded off),
22518,B11M6LR75G,May ,2019-05-07,1000 Inputs,1004 Computer Headsets and Mics,2299.77,23,25.73,100,
22519,B11M6LR75G,May ,2019-05-08,1000 Inputs,1004 Computer Headsets and Mics,1999.8,20,28.15,100,
22520,B11M6LR75G,May ,2019-05-09,1000 Inputs,1004 Computer Headsets and Mics,2499.75,25,19.56,100,
22521,B11M6LR75G,May ,2019-05-10,1000 Inputs,1004 Computer Headsets and Mics,999.9,10,21.51,100,
22522,B11M6LR75G,May ,2019-05-11,1000 Inputs,1004 Computer Headsets and Mics,2199.78,22,25.58,100,
22523,B11M6LR75G,May ,2019-05-12,1000 Inputs,1004 Computer Headsets and Mics,2599.74,26,24.68,100,
22524,B11M6LR75G,May ,2019-05-13,1000 Inputs,1004 Computer Headsets and Mics,2099.79,21,25.68,100,
22525,B11M6LR75G,May ,2019-05-14,1000 Inputs,1004 Computer Headsets and Mics,1899.81,19,28.12,100,
22526,B11M6LR75G,May ,2019-05-15,1000 Inputs,1004 Computer Headsets and Mics,2899.71,29,26.29,100,
22527,B11M6LR75G,May ,2019-05-16,1000 Inputs,1004 Computer Headsets and Mics,2499.75,25,28.69,100,
22528,B11M6LR75G,May ,2019-05-17,1000 Inputs,1004 Computer Headsets and Mics,1599.84,16,26.8,100,
22529,B11M6LR75G,May ,2019-05-18,1000 Inputs,1004 Computer Headsets and Mics,1099.89,11,24.69,100,
22530,B11M6LR75G,May ,2019-05-19,1000 Inputs,1004 Computer Headsets and Mics,1199.88,12,24.3,100,
22531,B11M6LR75G,May ,2019-05-20,1000 Inputs,1004 Computer Headsets and Mics,2799.72,28,20.55,100,
22532,B11M6LR75G,May ,2019-05-21,1000 Inputs,1004 Computer Headsets and Mics,2699.73,27,26.34,100,
22533,B11M6LR75G,May ,2019-05-22,1000 Inputs,1004 Computer Headsets and Mics,1299.87,13,22.16,100,
22534,B11M6LR75G,May ,2019-05-23,1000 Inputs,1004 Computer Headsets and Mics,1399.86,14,26.92,100,
22535,B11M6LR75G,May ,2019-05-24,1000 Inputs,1004 Computer Headsets and Mics,1699.83,17,23.07,100,
22536,B11M6LR75G,May ,2019-05-25,1000 Inputs,1004 Computer Headsets and Mics,2199.78,22,30.28,100,
22537,B11M6LR75G,May ,2019-05-26,1000 Inputs,1004 Computer Headsets and Mics,1999.8,20,23.46,100,
22538,B11M6LR75G,May ,2019-05-27,1000 Inputs,1004 Computer Headsets and Mics,1099.89,11,30.39,100,
22539,B11M6LR75G,May ,2019-05-28,1000 Inputs,1004 Computer Headsets and Mics,1399.86,14,30,100,
22540,B11M6LR75G,May ,2019-05-29,1000 Inputs,1004 Computer Headsets and Mics,1499.85,15,32.19,100,
22541,B11M6LR75G,May ,2019-05-30,1000 Inputs,1004 Computer Headsets and Mics,1599.84,16,28.32,100,
22542,B11M6LR75G,May ,2019-05-31,1000 Inputs,1004 Computer Headsets and Mics,1299.87,13,30.98,100,
22543,B11M6LR75G,June ,2019-06-01,1000 Inputs,1004 Computer Headsets and Mics,999.9,10,34.57,100,
22544,B11M6LR75G,June ,2019-06-02,1000 Inputs,1004 Computer Headsets and Mics,999.9,10,26.65,100,
22545,B11M6LR75G,June ,2019-06-03,1000 Inputs,1004 Computer Headsets and Mics,1699.83,17,25.7,100,
22546,B11M6LR75G,June ,2019-06-04,1000 Inputs,1004 Computer Headsets and Mics,1199.88,12,27.58,100,
22547,B11M6LR75G,June ,2019-06-05,1000 Inputs,1004 Computer Headsets and Mics,2299.77,23,30.19,100,
22548,B11M6LR75G,June ,2019-06-06,1000 Inputs,1004 Computer Headsets and Mics,1299.87,13,25.99,100,
22549,B11M6LR75G,June ,2019-06-07,1000 Inputs,1004 Computer Headsets and Mics,1399.86,14,27.53,100,
22550,B11M6LR75G,June ,2019-06-08,1000 Inputs,1004 Computer Headsets and Mics,1499.85,15,23.01,100,
22551,B11M6LR75G,June ,2019-06-09,1000 Inputs,1004 Computer Headsets and Mics,1899.81,19,27.73,100,
22552,B11M6LR75G,June ,2019-06-10,1000 Inputs,1004 Computer Headsets and Mics,1799.82,18,30.07,100,
22553,B11M6LR75G,June ,2019-06-11,1000 Inputs,1004 Computer Headsets and Mics,999.9,10,26.95,100,
22554,B11M6LR75G,June ,2019-06-12,1000 Inputs,1004 Computer Headsets and Mics,1099.89,11,25.78,100,
22555,B11M6LR75G,June ,2019-06-13,1000 Inputs,1004 Computer Headsets and Mics,1099.89,11,29.12,100,
22556,B11M6LR75G,June ,2019-06-14,1000 Inputs,1004 Computer Headsets and Mics,1699.83,17,22.36,100,
22557,B11M6LR75G,June ,2019-06-15,1000 Inputs,1004 Computer Headsets and Mics,1599.84,16,24.32,100,
22558,B11M6LR75G,June ,2019-06-16,1000 Inputs,1004 Computer Headsets and Mics,699.93,7,26.82,100,
22559,B11M6LR75G,June ,2019-06-17,1000 Inputs,1004 Computer Headsets and Mics,1399.86,14,31.47,100,
22560,B11M6LR75G,June ,2019-06-18,1000 Inputs,1004 Computer Headsets and Mics,1099.89,11,28.66,100,
22561,B11M6LR75G,June ,2019-06-19,1000 Inputs,1004 Computer Headsets and Mics,999.9,10,26.41,100,
22562,B11M6LR75G,June ,2019-06-20,1000 Inputs,1004 Computer Headsets and Mics,47914.01,599,9.8,80,
22563,B11M6LR75G,June ,2019-06-21,1000 Inputs,1004 Computer Headsets and Mics,219.98,2,71.47,110,
22564,B11M6LR75G,June ,2019-06-22,1000 Inputs,1004 Computer Headsets and Mics,-79.99,-1,99.48,80,
22565,B11M6LR75G,June ,2019-06-23,1000 Inputs,1004 Computer Headsets and Mics,0,0,100.44,0,
22566,B11M6LR75G,June ,2019-06-24,1000 Inputs,1004 Computer Headsets and Mics,-319.96,-4,100.33,80,
22567,B11M6LR75G,June ,2019-06-25,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22568,B11M6LR75G,June ,2019-06-26,1000 Inputs,1004 Computer Headsets and Mics,-79.99,-1,100,80,
22569,B11M6LR75G,June ,2019-06-27,1000 Inputs,1004 Computer Headsets and Mics,74.99,1,95.55,75,
22570,B11M6LR75G,June ,2019-06-28,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22571,B11M6LR75G,June ,2019-06-29,1000 Inputs,1004 Computer Headsets and Mics,0,0,100.68,0,
22572,B11M6LR75G,June ,2019-06-30,1000 Inputs,1004 Computer Headsets and Mics,749.9,10,94.89,75,
22573,B11M6LR75G,July ,2019-07-01,1000 Inputs,1004 Computer Headsets and Mics,1499.8,20,30.74,75,
22574,B11M6LR75G,July ,2019-07-02,1000 Inputs,1004 Computer Headsets and Mics,2024.73,27,22.29,75,
22575,B11M6LR75G,July ,2019-07-03,1000 Inputs,1004 Computer Headsets and Mics,1499.8,20,27.27,75,
22576,B11M6LR75G,July ,2019-07-04,1000 Inputs,1004 Computer Headsets and Mics,524.93,7,35.69,75,
22577,B11M6LR75G,July ,2019-07-05,1000 Inputs,1004 Computer Headsets and Mics,824.89,11,29.41,75,
22578,B11M6LR75G,July ,2019-07-06,1000 Inputs,1004 Computer Headsets and Mics,1274.83,17,20.87,75,
22579,B11M6LR75G,July ,2019-07-07,1000 Inputs,1004 Computer Headsets and Mics,599.92,8,19.9,75,
22580,B11M6LR75G,July ,2019-07-08,1000 Inputs,1004 Computer Headsets and Mics,2699.64,36,19.17,75,
22581,B11M6LR75G,July ,2019-07-09,1000 Inputs,1004 Computer Headsets and Mics,1724.77,23,20.3,75,
22582,B11M6LR75G,July ,2019-07-10,1000 Inputs,1004 Computer Headsets and Mics,1274.84,16,24.02,80,
22583,B11M6LR75G,July ,2019-07-11,1000 Inputs,1004 Computer Headsets and Mics,1134.02,11,30.08,103,
22584,B11M6LR75G,July ,2019-07-12,1000 Inputs,1004 Computer Headsets and Mics,1174.89,11,22.49,107,
22585,B11M6LR75G,July ,2019-07-13,1000 Inputs,1004 Computer Headsets and Mics,1199.88,12,28.73,100,
22586,B11M6LR75G,July ,2019-07-14,1000 Inputs,1004 Computer Headsets and Mics,50.01,-1,64.68,-50,Ordered units  are -ve
22587,B11M6LR75G,July ,2019-07-15,1000 Inputs,1004 Computer Headsets and Mics,174.98,2,82.82,87,
22588,B11M6LR75G,July ,2019-07-16,1000 Inputs,1004 Computer Headsets and Mics,74.99,1,97.9,75,
22589,B11M6LR75G,July ,2019-07-17,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22590,B11M6LR75G,July ,2019-07-18,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22591,B11M6LR75G,July ,2019-07-19,1000 Inputs,1004 Computer Headsets and Mics,-74.99,-1,100,75,
22592,B11M6LR75G,July ,2019-07-20,1000 Inputs,1004 Computer Headsets and Mics,-74.99,-1,100,75,
22593,B11M6LR75G,July ,2019-07-21,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22594,B11M6LR75G,July ,2019-07-22,1000 Inputs,1004 Computer Headsets and Mics,0,0,100.37,0,
22595,B11M6LR75G,July ,2019-07-23,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22596,B11M6LR75G,July ,2019-07-24,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22597,B11M6LR75G,July ,2019-07-25,1000 Inputs,1004 Computer Headsets and Mics,99.99,1,71.3,100,
22598,B11M6LR75G,July ,2019-07-26,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22599,B11M6LR75G,July ,2019-07-27,1000 Inputs,1004 Computer Headsets and Mics,0,0,100.83,0,
22600,B11M6LR75G,July ,2019-07-28,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22601,B11M6LR75G,July ,2019-07-29,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22602,B11M6LR75G,July ,2019-07-30,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22603,B11M6LR75G,July ,2019-07-31,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22604,B11M6LR75G,August ,2019-08-01,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22605,B11M6LR75G,August ,2019-08-02,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22606,B11M6LR75G,August ,2019-08-03,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22607,B11M6LR75G,August ,2019-08-04,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22608,B11M6LR75G,August ,2019-08-05,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22609,B11M6LR75G,August ,2019-08-06,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22610,B11M6LR75G,August ,2019-08-07,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22611,B11M6LR75G,August ,2019-08-08,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22612,B11M6LR75G,August ,2019-08-09,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22613,B11M6LR75G,August ,2019-08-10,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22614,B11M6LR75G,August ,2019-08-11,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22615,B11M6LR75G,August ,2019-08-12,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22616,B11M6LR75G,August ,2019-08-13,1000 Inputs,1004 Computer Headsets and Mics,224.97,3,93.27,75,
22617,B11M6LR75G,August ,2019-08-14,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22618,B11M6LR75G,August ,2019-08-15,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22619,B11M6LR75G,August ,2019-08-16,1000 Inputs,1004 Computer Headsets and Mics,0,0,101,0,
22620,B11M6LR75G,August ,2019-08-17,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22621,B11M6LR75G,August ,2019-08-18,1000 Inputs,1004 Computer Headsets and Mics,0,0,99,0,
22622,B11M6LR75G,August ,2019-08-19,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22623,B11M6LR75G,August ,2019-08-20,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22624,B11M6LR75G,August ,2019-08-21,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22625,B11M6LR75G,August ,2019-08-22,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22626,B11M6LR75G,August ,2019-08-23,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22627,B11M6LR75G,August ,2019-08-24,1000 Inputs,1004 Computer Headsets and Mics,0,0,92.59,0,
22628,B11M6LR75G,August ,2019-08-25,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22629,B11M6LR75G,August ,2019-08-26,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22630,B11M6LR75G,August ,2019-08-27,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22631,B11M6LR75G,August ,2019-08-28,1000 Inputs,1004 Computer Headsets and Mics,0,0,100.91,0,
22632,B11M6LR75G,August ,2019-08-29,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22633,B11M6LR75G,August ,2019-08-30,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22634,B11M6LR75G,August ,2019-08-31,1000 Inputs,1004 Computer Headsets and Mics,0,0,100,0,
22635,B23N8NDT5Q,May ,2019-05-01,5300 Headphones,5310 Headphones,279.96,4,0,70,
22636,B23N8NDT5Q,May ,2019-05-02,5300 Headphones,5310 Headphones,0,0,0,0,
22637,B23N8NDT5Q,May ,2019-05-03,5300 Headphones,5310 Headphones,0,0,0,0,
22638,B23N8NDT5Q,May ,2019-05-04,5300 Headphones,5310 Headphones,-69.99,-1,0,70,
22639,B23N8NDT5Q,May ,2019-05-05,5300 Headphones,5310 Headphones,0,0,0,0,
22640,B23N8NDT5Q,May ,2019-05-06,5300 Headphones,5310 Headphones,0,0,0,0,
22641,B23N8NDT5Q,May ,2019-05-07,5300 Headphones,5310 Headphones,0,0,0,0,
22642,B23N8NDT5Q,May ,2019-05-08,5300 Headphones,5310 Headphones,-69.99,-1,0,70,
22643,B23N8NDT5Q,May ,2019-05-09,5300 Headphones,5310 Headphones,0,0,0,0,
22644,B23N8NDT5Q,May ,2019-05-10,5300 Headphones,5310 Headphones,0,0,0,0,
22645,B23N8NDT5Q,May ,2019-05-11,5300 Headphones,5310 Headphones,0,0,0,0,
22646,B23N8NDT5Q,May ,2019-05-12,5300 Headphones,5310 Headphones,69.99,1,0,70,
22647,B23N8NDT5Q,May ,2019-05-13,5300 Headphones,5310 Headphones,0,0,0,0,
22648,B23N8NDT5Q,May ,2019-05-14,5300 Headphones,5310 Headphones,0,0,0,0,
22649,B23N8NDT5Q,May ,2019-05-15,5300 Headphones,5310 Headphones,0,0,0,0,
22650,B23N8NDT5Q,May ,2019-05-16,5300 Headphones,5310 Headphones,0,0,0,0,
22651,B23N8NDT5Q,May ,2019-05-17,5300 Headphones,5310 Headphones,0,0,0,0,
22652,B23N8NDT5Q,May ,2019-05-18,5300 Headphones,5310 Headphones,0,0,0,0,
22653,B23N8NDT5Q,May ,2019-05-19,5300 Headphones,5310 Headphones,0,0,0,0,
22654,B23N8NDT5Q,May ,2019-05-20,5300 Headphones,5310 Headphones,0,0,0,0,
22655,B23N8NDT5Q,May ,2019-05-21,5300 Headphones,5310 Headphones,0,0,0,0,
22656,B23N8NDT5Q,May ,2019-05-22,5300 Headphones,5310 Headphones,0,0,0,0,
22657,B23N8NDT5Q,May ,2019-05-23,5300 Headphones,5310 Headphones,0,0,0,0,
22658,B23N8NDT5Q,May ,2019-05-24,5300 Headphones,5310 Headphones,0,0,0,0,
22659,B23N8NDT5Q,May ,2019-05-25,5300 Headphones,5310 Headphones,0,0,0,0,
22660,B23N8NDT5Q,May ,2019-05-26,5300 Headphones,5310 Headphones,0,0,0,0,
22661,B23N8NDT5Q,May ,2019-05-27,5300 Headphones,5310 Headphones,0,0,0,0,
22662,B23N8NDT5Q,May ,2019-05-28,5300 Headphones,5310 Headphones,139.98,2,0,70,
22663,B23N8NDT5Q,May ,2019-05-29,5300 Headphones,5310 Headphones,0,0,0,0,
22664,B23N8NDT5Q,May ,2019-05-30,5300 Headphones,5310 Headphones,0,0,0,0,
22665,B23N8NDT5Q,May ,2019-05-31,5300 Headphones,5310 Headphones,0,0,0,0,
22666,B23N8NDT5Q,June ,2019-06-01,5300 Headphones,5310 Headphones,0,0,0,0,
22667,B23N8NDT5Q,June ,2019-06-02,5300 Headphones,5310 Headphones,0,0,0,0,
22668,B23N8NDT5Q,June ,2019-06-03,5300 Headphones,5310 Headphones,0,0,0,0,
22669,B23N8NDT5Q,June ,2019-06-04,5300 Headphones,5310 Headphones,0,0,0,0,
22670,B23N8NDT5Q,June ,2019-06-05,5300 Headphones,5310 Headphones,0,0,0,0,
22671,B23N8NDT5Q,June ,2019-06-06,5300 Headphones,5310 Headphones,0,0,0,0,
22672,B23N8NDT5Q,June ,2019-06-07,5300 Headphones,5310 Headphones,0,0,0,0,
22673,B23N8NDT5Q,June ,2019-06-08,5300 Headphones,5310 Headphones,0,0,0,0,
22674,B23N8NDT5Q,June ,2019-06-09,5300 Headphones,5310 Headphones,0,0,0,0,
22675,B23N8NDT5Q,June ,2019-06-10,5300 Headphones,5310 Headphones,0,0,0,0,
22676,B23N8NDT5Q,June ,2019-06-11,5300 Headphones,5310 Headphones,0,0,0,0,
22677,B23N8NDT5Q,June ,2019-06-12,5300 Headphones,5310 Headphones,0,0,0,0,
22678,B23N8NDT5Q,June ,2019-06-13,5300 Headphones,5310 Headphones,0,0,0,0,
22679,B23N8NDT5Q,June ,2019-06-14,5300 Headphones,5310 Headphones,0,0,0,0,
22680,B23N8NDT5Q,June ,2019-06-15,5300 Headphones,5310 Headphones,0,0,0,0,
22681,B23N8NDT5Q,June ,2019-06-16,5300 Headphones,5310 Headphones,0,0,0,0,
22682,B23N8NDT5Q,June ,2019-06-17,5300 Headphones,5310 Headphones,0,0,0,0,
22683,B23N8NDT5Q,June ,2019-06-18,5300 Headphones,5310 Headphones,0,0,0,0,
22684,B23N8NDT5Q,June ,2019-06-19,5300 Headphones,5310 Headphones,0,0,0,0,
22685,B23N8NDT5Q,June ,2019-06-20,5300 Headphones,5310 Headphones,0,0,0,0,
22686,B23N8NDT5Q,June ,2019-06-21,5300 Headphones,5310 Headphones,0,0,0,0,
22687,B23N8NDT5Q,June ,2019-06-22,5300 Headphones,5310 Headphones,0,0,0,0,
22688,B23N8NDT5Q,June ,2019-06-23,5300 Headphones,5310 Headphones,0,0,0,0,
22689,B23N8NDT5Q,June ,2019-06-24,5300 Headphones,5310 Headphones,0,0,0,0,
22690,B23N8NDT5Q,June ,2019-06-25,5300 Headphones,5310 Headphones,0,0,0,0,
22691,B23N8NDT5Q,June ,2019-06-26,5300 Headphones,5310 Headphones,0,0,0,0,
22692,B23N8NDT5Q,June ,2019-06-27,5300 Headphones,5310 Headphones,0,0,0,0,
22693,B23N8NDT5Q,June ,2019-06-28,5300 Headphones,5310 Headphones,0,0,0,0,
22694,B23N8NDT5Q,June ,2019-06-29,5300 Headphones,5310 Headphones,0,0,0,0,
22695,B23N8NDT5Q,June ,2019-06-30,5300 Headphones,5310 Headphones,0,0,0,0,
22696,B23N8NDT5Q,July ,2019-07-01,5300 Headphones,5310 Headphones,0,0,0,0,
22697,B23N8NDT5Q,July ,2019-07-02,5300 Headphones,5310 Headphones,0,0,0,0,
22698,B23N8NDT5Q,July ,2019-07-03,5300 Headphones,5310 Headphones,0,0,0,0,
22699,B23N8NDT5Q,July ,2019-07-04,5300 Headphones,5310 Headphones,0,0,0,0,
22700,B23N8NDT5Q,July ,2019-07-05,5300 Headphones,5310 Headphones,0,0,0,0,
22701,B23N8NDT5Q,July ,2019-07-06,5300 Headphones,5310 Headphones,0,0,0,0,
22702,B23N8NDT5Q,July ,2019-07-07,5300 Headphones,5310 Headphones,0,0,0,0,
22703,B23N8NDT5Q,July ,2019-07-08,5300 Headphones,5310 Headphones,0,0,0,0,
22704,B23N8NDT5Q,July ,2019-07-09,5300 Headphones,5310 Headphones,0,0,0,0,
22705,B23N8NDT5Q,July ,2019-07-10,5300 Headphones,5310 Headphones,0,0,0,0,
22706,B23N8NDT5Q,July ,2019-07-11,5300 Headphones,5310 Headphones,0,0,0,0,
22707,B23N8NDT5Q,July ,2019-07-12,5300 Headphones,5310 Headphones,0,0,0,0,
22708,B23N8NDT5Q,July ,2019-07-13,5300 Headphones,5310 Headphones,0,0,0,0,
22709,B23N8NDT5Q,July ,2019-07-14,5300 Headphones,5310 Headphones,0,0,0,0,
22710,B23N8NDT5Q,July ,2019-07-15,5300 Headphones,5310 Headphones,0,0,0,0,
22711,B23N8NDT5Q,July ,2019-07-16,5300 Headphones,5310 Headphones,0,0,0,0,
22712,B23N8NDT5Q,July ,2019-07-17,5300 Headphones,5310 Headphones,0,0,0,0,
22713,B23N8NDT5Q,July ,2019-07-18,5300 Headphones,5310 Headphones,0,0,0,0,
22714,B23N8NDT5Q,July ,2019-07-19,5300 Headphones,5310 Headphones,0,0,0,0,
22715,B23N8NDT5Q,July ,2019-07-20,5300 Headphones,5310 Headphones,0,0,0,0,
22716,B23N8NDT5Q,July ,2019-07-21,5300 Headphones,5310 Headphones,0,0,0,0,
22717,B23N8NDT5Q,July ,2019-07-22,5300 Headphones,5310 Headphones,0,0,0,0,
22718,B23N8NDT5Q,July ,2019-07-23,5300 Headphones,5310 Headphones,0,0,0,0,
22719,B23N8NDT5Q,July ,2019-07-24,5300 Headphones,5310 Headphones,0,0,0,0,
22720,B23N8NDT5Q,July ,2019-07-25,5300 Headphones,5310 Headphones,0,0,0,0,
22721,B23N8NDT5Q,July ,2019-07-26,5300 Headphones,5310 Headphones,0,0,0,0,
22722,B23N8NDT5Q,July ,2019-07-27,5300 Headphones,5310 Headphones,0,0,0,0,
22723,B23N8NDT5Q,July ,2019-07-28,5300 Headphones,5310 Headphones,0,0,0,0,
22724,B23N8NDT5Q,July ,2019-07-29,5300 Headphones,5310 Headphones,0,0,0,0,
22725,B23N8NDT5Q,July ,2019-07-30,5300 Headphones,5310 Headphones,0,0,0,0,
22726,B23N8NDT5Q,July ,2019-07-31,5300 Headphones,5310 Headphones,0,0,0,0,
22727,B23N8NDT5Q,August ,2019-08-01,5300 Headphones,5310 Headphones,0,0,0,0,
22728,B23N8NDT5Q,August ,2019-08-02,5300 Headphones,5310 Headphones,0,0,0,0,
22729,B23N8NDT5Q,August ,2019-08-03,5300 Headphones,5310 Headphones,0,0,0,0,
22730,B23N8NDT5Q,August ,2019-08-04,5300 Headphones,5310 Headphones,0,0,0,0,
22731,B23N8NDT5Q,August ,2019-08-05,5300 Headphones,5310 Headphones,0,0,0,0,
22732,B23N8NDT5Q,August ,2019-08-06,5300 Headphones,5310 Headphones,0,0,0,0,
22733,B23N8NDT5Q,August ,2019-08-07,5300 Headphones,5310 Headphones,0,0,0,0,
22734,B23N8NDT5Q,August ,2019-08-08,5300 Headphones,5310 Headphones,0,0,0,0,
22735,B23N8NDT5Q,August ,2019-08-09,5300 Headphones,5310 Headphones,0,0,0,0,
22736,B23N8NDT5Q,August ,2019-08-10,5300 Headphones,5310 Headphones,0,0,0,0,
22737,B23N8NDT5Q,August ,2019-08-11,5300 Headphones,5310 Headphones,0,0,0,0,
22738,B23N8NDT5Q,August ,2019-08-12,5300 Headphones,5310 Headphones,225.21,3,0,75,
22739,B23N8NDT5Q,August ,2019-08-13,5300 Headphones,5310 Headphones,525.49,7,0,75,
22740,B23N8NDT5Q,August ,2019-08-14,5300 Headphones,5310 Headphones,0,0,0,0,
22741,B23N8NDT5Q,August ,2019-08-15,5300 Headphones,5310 Headphones,0,0,0,0,
22742,B23N8NDT5Q,August ,2019-08-16,5300 Headphones,5310 Headphones,0,0,0,0,
22743,B23N8NDT5Q,August ,2019-08-17,5300 Headphones,5310 Headphones,0,0,0,0,
22744,B23N8NDT5Q,August ,2019-08-18,5300 Headphones,5310 Headphones,0,0,0,0,
22745,B23N8NDT5Q,August ,2019-08-19,5300 Headphones,5310 Headphones,0,0,0,0,
22746,B23N8NDT5Q,August ,2019-08-20,5300 Headphones,5310 Headphones,0,0,0,0,
22747,B23N8NDT5Q,August ,2019-08-21,5300 Headphones,5310 Headphones,0,0,0,0,
22748,B23N8NDT5Q,August ,2019-08-22,5300 Headphones,5310 Headphones,0,0,0,0,
22749,B23N8NDT5Q,August ,2019-08-23,5300 Headphones,5310 Headphones,0,0,0,0,
22750,B23N8NDT5Q,August ,2019-08-24,5300 Headphones,5310 Headphones,0,0,0,0,
22751,B23N8NDT5Q,August ,2019-08-25,5300 Headphones,5310 Headphones,0,0,0,0,
22752,B23N8NDT5Q,August ,2019-08-26,5300 Headphones,5310 Headphones,0,0,0,0,
22753,B23N8NDT5Q,August ,2019-08-27,5300 Headphones,5310 Headphones,0,0,0,0,
22754,B23N8NDT5Q,August ,2019-08-28,5300 Headphones,5310 Headphones,0,0,0,0,
22755,B23N8NDT5Q,August ,2019-08-29,5300 Headphones,5310 Headphones,0,0,0,0,
22756,B23N8NDT5Q,August ,2019-08-30,5300 Headphones,5310 Headphones,0,0,0,0,
22757,B23N8NDT5Q,August ,2019-08-31,5300 Headphones,5310 Headphones,0,0,0,0,
22758,C11NFCONU5,May ,2019-05-01,5300 Headphones,5310 Headphones,0,0,0,0,
22759,C11NFCONU5,May ,2019-05-02,5300 Headphones,5310 Headphones,0,0,0,0,
22760,C11NFCONU5,May ,2019-05-03,5300 Headphones,5310 Headphones,0,0,0,0,
22761,C11NFCONU5,May ,2019-05-04,5300 Headphones,5310 Headphones,84.99,1,0,85,
22762,C11NFCONU5,May ,2019-05-05,5300 Headphones,5310 Headphones,254.97,3,0,85,
22763,C11NFCONU5,May ,2019-05-06,5300 Headphones,5310 Headphones,0,0,0,0,
22764,C11NFCONU5,May ,2019-05-07,5300 Headphones,5310 Headphones,254.97,3,0,85,
22765,C11NFCONU5,May ,2019-05-08,5300 Headphones,5310 Headphones,0,0,0,0,
22766,C11NFCONU5,May ,2019-05-09,5300 Headphones,5310 Headphones,254.97,3,0,85,
22767,C11NFCONU5,May ,2019-05-10,5300 Headphones,5310 Headphones,169.98,2,0,85,
22768,C11NFCONU5,May ,2019-05-11,5300 Headphones,5310 Headphones,214.98,2,0,107,
22769,C11NFCONU5,May ,2019-05-12,5300 Headphones,5310 Headphones,84.99,1,0,85,
22770,C11NFCONU5,May ,2019-05-13,5300 Headphones,5310 Headphones,169.98,2,0,85,
22771,C11NFCONU5,May ,2019-05-14,5300 Headphones,5310 Headphones,84.99,1,0,85,
22772,C11NFCONU5,May ,2019-05-15,5300 Headphones,5310 Headphones,84.99,1,0,85,
22773,C11NFCONU5,May ,2019-05-16,5300 Headphones,5310 Headphones,169.98,2,0,85,
22774,C11NFCONU5,May ,2019-05-17,5300 Headphones,5310 Headphones,254.97,3,0,85,
22775,C11NFCONU5,May ,2019-05-18,5300 Headphones,5310 Headphones,254.97,3,0,85,
22776,C11NFCONU5,May ,2019-05-19,5300 Headphones,5310 Headphones,169.98,2,0,85,
22777,C11NFCONU5,May ,2019-05-20,5300 Headphones,5310 Headphones,254.97,3,0,85,
22778,C11NFCONU5,May ,2019-05-21,5300 Headphones,5310 Headphones,339.96,4,0,85,
22779,C11NFCONU5,May ,2019-05-22,5300 Headphones,5310 Headphones,509.94,6,0,85,
22780,C11NFCONU5,May ,2019-05-23,5300 Headphones,5310 Headphones,424.95,5,0,85,
22781,C11NFCONU5,May ,2019-05-24,5300 Headphones,5310 Headphones,0,0,0,0,
